kode_prov,nama_prov,kode_cab,nama_cab,kode_kec,nama_kec,kode_kel,nama_kel,kode_tps,nama_tps,sumPartai,sumPartaiVotesAndCaleg,selisih,partai
18,LAMPUNG,1802,LAMPUNG TENGAH,180218,BANDAR MATARAM,1802182004,JATIDATAR MATARAM,1802182004003,TPS 003,46,61,15,Gerindra
32,JAWA BARAT,3206,TASIKMALAYA,320610,CULAMEGA,3206102004,BOJONGSARI,3206102004004,TPS 004,51,61,10,PPP
33,JAWA TENGAH,3310,KLATEN,331026,KLATEN SELATAN,3310261009,GAYAMPRIT,3310261009009,TPS 009,5,61,56,Demokrat
33,JAWA TENGAH,3325,BATANG,332511,BATANG,3325111017,KASEPUHAN,3325111017003,TPS 003,53,61,8,PDIP
32,JAWA BARAT,3212,INDRAMAYU,321202,KROYA,3212022007,JAYAMULYA,3212022007026,TPS 026,57,61,4,PDIP
53,NUSA TENGGARA TIMUR,5316,NAGEKEO,531603,BOAWAE,5316031003,NAGESAPADHI,5316031003001,TPS 001,51,61,10,PKS
18,LAMPUNG,1813,PESISIR BARAT,181310,NGARAS,1813102019,SUKARAME,1813102019004,TPS 004,53,61,8,PAN
32,JAWA BARAT,3213,SUBANG,321301,SAGALAHERANG,3213012004,CICADAS,3213012004001,TPS 001,54,61,7,PKS
33,JAWA TENGAH,3304,BANJARNEGARA,330403,MANDIRAJA,3304032006,SALAMERTA,3304032006002,TPS 002,55,61,6,Nasdem
35,JAWA TIMUR,3515,SIDOARJO,351506,TANGGULANGIN,3515062018,GANGGANGPANJANG,3515062018012,TPS 012,53,61,8,PAN
35,JAWA TIMUR,3504,TULUNGAGUNG,350405,KAUMAN,3504052004,BATANGSAREN,3504052004006,TPS 006,0,61,61,Hanura
32,JAWA BARAT,3277,KOTA CIMAHI,327702,CIMAHI TENGAH,3277021005,PADASUKA,3277021005093,TPS 093,59,61,2,PKS
35,JAWA TIMUR,3515,SIDOARJO,351513,TAMAN,3515132001,BOHAR,3515132001008,TPS 008,55,60,5,Gerindra
33,JAWA TENGAH,3326,PEKALONGAN,332611,BOJONG,3326112003,SUMURJOMBLANGBOGO,3326112003014,TPS 014,52,60,8,PAN
18,LAMPUNG,1801,LAMPUNG SELATAN,180108,KATIBUNG,1801082008,TRANS TANJUNGAN,1801082008013,TPS 013,0,60,60,Partai Gelora
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340401,GAMPING,3404012002,AMBARKETAWANG,3404012002036,TPS 036,52,60,8,PKS
35,JAWA TIMUR,3527,SAMPANG,352711,SOKOBANAH,3527112009,SOKOBANAH TENGAH,3527112009013,TPS 013,0,60,60,Nasdem
32,JAWA BARAT,3203,CIANJUR,320310,PACET,3203102010,CIPUTRI,3203102010010,TPS 010,0,60,60,Partai Buruh
17,BENGKULU,1771,KOTA BENGKULU,177103,TELUK SEGARA,1771031010,PONDOK BESI,1771031010001,TPS 001,50,60,10,Golkar
35,JAWA TIMUR,3523,TUBAN,352318,PALANG,3523182007,CENDORO,3523182007004,TPS 004,51,60,9,PKB
33,JAWA TENGAH,3306,PURWOREJO,330606,PURWOREJO,3306061011,KEDUNGSARI,3306061011004,TPS 004,50,60,10,PDIP
62,KALIMANTAN TENGAH,6206,KATINGAN,620609,MENDAWAI,6206092005,PERIGI,6206092005001,TPS 001,54,60,6,PDIP
35,JAWA TIMUR,3522,BOJONEGORO,352224,SUKOSEWU,3522242006,SITIAJI,3522242006005,TPS 005,21,60,39,Gerindra
33,JAWA TENGAH,3302,BANYUMAS,330219,SOKARAJA,3302192001,KALIKIDANG,3302192001008,TPS 008,44,60,16,Demokrat
12,SUMATERA UTARA,1225,NIAS BARAT,122507,LOLOFITU MOI,1225072005,HILIMBUASI,1225072005002,TPS 002,52,60,8,PERINDO
35,JAWA TIMUR,3508,LUMAJANG,350812,SENDURO,3508122004,SENDURO,3508122004016,TPS 016,54,60,6,PDIP
33,JAWA TENGAH,3323,TEMANGGUNG,332306,KANDANGAN,3323062011,KEDUNGUMPUL,3323062011008,TPS 008,50,60,10,PKB
33,JAWA TENGAH,3326,PEKALONGAN,332608,KAJEN,3326082013,WONOREJO,3326082013002,TPS 002,59,60,1,Golkar
52,NUSA TENGGARA BARAT,5203,LOMBOK TIMUR,520305,MASBAGIK,5203052003,MASBAGIK SELATAN,5203052003004,TPS 004,20,60,40,Golkar
18,LAMPUNG,1808,WAY KANAN,180807,NEGERI AGUNG,1808072016,REJO SARI,1808072016002,TPS 002,52,60,8,PDIP
35,JAWA TIMUR,3508,LUMAJANG,350810,LUMAJANG,3508101009,JOGOYUDAN,3508101009007,TPS 007,24,60,36,PKB
16,SUMATERA SELATAN,1613,MUSI RAWAS UTARA,161302,RAWAS ULU,1613022002,KERTA DEWA,1613022002005,TPS 005,0,60,60,PPP
32,JAWA BARAT,3209,CIREBON,320934,KARANGWARENG,3209342003,SUMURKONDANG,3209342003004,TPS 004,0,60,60,Partai Buruh
33,JAWA TENGAH,3306,PURWOREJO,330613,BRUNO,3306132018,TEGALSARI,3306132018019,TPS 019,0,60,60,PKN
33,JAWA TENGAH,3318,PATI,331809,JAKENAN,3318092012,TAMBAHMULYO,3318092012003,TPS 003,52,60,8,PDIP
33,JAWA TENGAH,3315,GROBOGAN,331517,GUBUG,3315172021,TLOGOMULYO,3315172021015,TPS 015,54,60,6,PDIP
35,JAWA TIMUR,3502,PONOROGO,350203,BUNGKAL,3502032015,KUPUK,3502032015009,TPS 009,52,60,8,Gerindra
35,JAWA TIMUR,3521,NGAWI,352110,PARON,3521102001,GENTONG,3521102001008,TPS 008,51,60,9,PKB
32,JAWA BARAT,3211,SUMEDANG,321108,PASEH,3211082001,PASEH KIDUL,3211082001006,TPS 006,53,60,7,PKS
71,SULAWESI UTARA,7172,KOTA BITUNG,717204,AERTEMBAGA,7172041014,AERTEMBAGA DUA,7172041014006,TPS 006,54,60,6,Demokrat
15,JAMBI,1502, MERANGIN,150205,TABIR,1502052007,KANDANG,1502052007004,TPS 004,54,60,6,PDIP
18,LAMPUNG,1801,LAMPUNG SELATAN,180108,KATIBUNG,1801082005,TANJUNG RATU,1801082005021,TPS 021,12,60,48,PAN
35,JAWA TIMUR,3511,BONDOWOSO,351117,PAKEM,3511172002,ARDISAENG,3511172002005,TPS 005,0,60,60,Partai Buruh
35,JAWA TIMUR,3510,BANYUWANGI,351008,SRONO,3510082001,BAGOREJO,3510082001013,TPS 013,55,60,5,Gerindra
32,JAWA BARAT,3210,MAJALENGKA,321021,SINDANGWANGI,3210212003,LENGKONG KULON,3210212003009,TPS 009,52,60,8,Gerindra
18,LAMPUNG,1801,LAMPUNG SELATAN,180104,NATAR,1801042008,TANJUNG SARI,1801042008028,TPS 028,52,60,8,PKB
32,JAWA BARAT,3216,BEKASI,321608,CIKARANG BARAT,3216082010,TELAJUNG,3216082010037,TPS 037,59,60,1,Golkar
35,JAWA TIMUR,3511,BONDOWOSO,351102,TAMANAN,3511022004,KEMIRIAN,3511022004003,TPS 003,52,60,8,Gerindra
35,JAWA TIMUR,3509,JEMBER,350912,AMBULU,3509122002,SABRANG,3509122002029,TPS 029,0,60,60,PKN
33,JAWA TENGAH,3316,BLORA,331604,KEDUNGTUBAN,3316042003,JIMBUNG,3316042003008,TPS 008,52,60,8,Demokrat
33,JAWA TENGAH,3313,KARANGANYAR,331316,KERJO,3313162006,KARANGREJO,3313162006001,TPS 001,58,60,2,PDIP
33,JAWA TENGAH,3312,WONOGIRI,331222,GIRIMARTO,3312221007,GEMAWANG,3312221007005,TPS 005,52,60,8,PDIP
32,JAWA BARAT,3273,KOTA BANDUNG,327326,UJUNGBERUNG,3273261005,PASIRWANGI,3273261005020,TPS 020,55,60,5,Golkar
64,KALIMANTAN TIMUR,6472,KOTA SAMARINDA,647204,SAMARINDA ILIR,6472041013,SIDODAMAI,6472041013037,TPS 037,27,60,33,Gerindra
33,JAWA TENGAH,3312,WONOGIRI,331212,WONOGIRI,3312122012,MANJUNG,3312122012005,TPS 005,0,60,60,Partai Garuda
32,JAWA BARAT,3211,SUMEDANG,321113,PAMULIHAN,3211132011,CITALI,3211132011006,TPS 006,50,60,10,Gerindra
32,JAWA BARAT,3209,CIREBON,320906,KARANGSEMBUNG,3209062011,KARANGSUWUNG,3209062011005,TPS 005,54,60,6,Demokrat
35,JAWA TIMUR,3502,PONOROGO,350210,SIMAN,3502101018,MANGUNSUMAN,3502101018011,TPS 011,52,60,8,Demokrat
33,JAWA TENGAH,3321,DEMAK,332101,MRANGGEN,3321012019,CANDISARI,3321012019009,TPS 009,52,60,8,Nasdem
31,DKI JAKARTA,3171,KOTA ADM. JAKARTA PUSAT,317105,CEMPAKA PUTIH,3171051001,CEMPAKA PUTIH TIMUR,3171051001075,TPS 075,50,60,10,PDIP
32,JAWA BARAT,3217,BANDUNG BARAT,321703,CISARUA,3217032007,TUGUMUKTI,3217032007018,TPS 018,54,60,6,PDIP
35,JAWA TIMUR,3522,BOJONEGORO,352212,SUMBEREJO,3522122006,SUMBERREJO,3522122006012,TPS 012,0,60,60,Partai Buruh
14,RIAU,1407, ROKAN HILIR,140703,TANAH PUTIH,1407032001,UJUNG TANJUNG,1407032001019,TPS 019,30,60,30,Nasdem
16,SUMATERA SELATAN,1608,OGAN KOMERING ULU TIMUR,160807,MADANG SUKU I,1608072022,AGUNG JATI,1608072022004,TPS 004,57,59,2,Golkar
73,SULAWESI SELATAN,7313,WAJO,731314,KEERA,7313142005,PAOJEPE,7313142005003,TPS 003,51,59,8,PAN
35,JAWA TIMUR,3514,PASURUAN,351423,REJOSO,3514232005,ARJOSARI,3514232005003,TPS 003,22,59,37,PDIP
73,SULAWESI SELATAN,7314,SIDENRENG RAPPANG,731406,KULO,7314062005,BINA BARU,7314062005001,TPS 001,19,59,40,PDIP
32,JAWA BARAT,3205,GARUT,320505,TAROGONG KIDUL,3205051001,PATARUMAN,3205051001015,TPS 015,52,59,7,PKS
33,JAWA TENGAH,3312,WONOGIRI,331205,TIRTOMOYO,3312052004,SUKOHARJO,3312052004002,TPS 002,51,59,8,PDIP
12,SUMATERA UTARA,1217,SAMOSIR,121703,NAINGGOLAN,1217032007,SIPINGGAN LUMBAN SIANTAR,1217032007002,TPS 002,51,59,8,Demokrat
35,JAWA TIMUR,3515,SIDOARJO,351507,CANDI,3515072012,CANDI,3515072012007,TPS 007,57,59,2,Gerindra
33,JAWA TENGAH,3314,SRAGEN,331408,NGRAMPAL,3314082006,GABUS,3314082006012,TPS 012,49,59,10,Gerindra
32,JAWA BARAT,3216,BEKASI,321619,CIKARANG SELATAN,3216192001,CIBATU,3216192001033,TPS 033,27,59,32,PDIP
14,RIAU,1406, ROKAN HULU,140601,UJUNG BATU,1406012005,PEMATANG TEBIH,1406012005003,TPS 003,39,59,20,PKB
91,P A P U A,9106,BIAK NUMFOR,910615,SWANDIWE,9106152011,WOMBRISAU,9106152011002,TPS 002,51,59,8,PDIP
32,JAWA BARAT,3214,PURWAKARTA,321406,DARANGDAN,3214062002,DEPOK,3214062002015,TPS 015,1,59,58,Partai Buruh
18,LAMPUNG,1809,PESAWARAN,180901,GEDONG TATAAN,1809012015,WIYONO,1809012015014,TPS 014,58,59,1,Gerindra
35,JAWA TIMUR,3514,PASURUAN,351423,REJOSO,3514232011,KEDUNGBAKO,3514232011002,TPS 002,50,59,9,PKB
32,JAWA BARAT,3211,SUMEDANG,321115,JATINANGOR,3211152007,CINTAMULYA,3211152007020,TPS 020,9,59,50,PDIP
18,LAMPUNG,1812,TULANG BAWANG BARAT,181205,GUNUNG AGUNG,1812052008,SUMBER JAYA,1812052008004,TPS 004,51,59,8,Gerindra
33,JAWA TENGAH,3313,KARANGANYAR,331303,JUMAPOLO,3313032001,PASEBAN,3313032001005,TPS 005,51,59,8,PDIP
32,JAWA BARAT,3204,BANDUNG,320416,ARJASARI,3204162001,ARJASARI,3204162001002,TPS 002,51,59,8,PKB
32,JAWA BARAT,3216,BEKASI,321608,CIKARANG BARAT,3216082010,TELAJUNG,3216082010049,TPS 049,19,59,40,PDIP
33,JAWA TENGAH,3315,GROBOGAN,331512,GROBOGAN,3315122012,SUMBERJATIPOHON,3315122012014,TPS 014,57,59,2,Golkar
15,JAMBI,1501, KERINCI,150111,AIR HANGAT TIMUR,1501112024,BARU SUNGAIMEDANG,1501112024001,TPS 001,19,59,40,Nasdem
14,RIAU,1404,INDRAGIRI HILIR,140419,KEMPAS,1404192004,BAYAS JAYA,1404192004006,TPS 006,57,59,2,PKB
35,JAWA TIMUR,3515,SIDOARJO,351513,TAMAN,3515132001,BOHAR,3515132001008,TPS 008,49,59,10,PKB
33,JAWA TENGAH,3324,KENDAL,332403,SUKOREJO,3324032017,SUKOREJO,3324032017001,TPS 001,51,59,8,Golkar
73,SULAWESI SELATAN,7309,MAROS,730914,TURIKALE,7309141001,PETTUADAE,7309141001019,TPS 019,51,59,8,PAN
35,JAWA TIMUR,3502,PONOROGO,350212,KAUMAN,3502122014,PLOSOJENAR,3502122014009,TPS 009,51,59,8,PKB
32,JAWA BARAT,3210,MAJALENGKA,321026,MALAUSMA,3210262005,CIMUNCANG,3210262005015,TPS 015,14,59,45,PPP
33,JAWA TENGAH,3328,TEGAL,332804,BALAPULANG,3328042018,BALAPULANG WETAN,3328042018018,TPS 018,52,59,7,PKB
35,JAWA TIMUR,3507,MALANG,350721,WAGIR,3507212007,PETUNGSEWU,3507212007008,TPS 008,58,59,1,Gerindra
18,LAMPUNG,1801,LAMPUNG SELATAN,180108,KATIBUNG,1801082005,TANJUNG RATU,1801082005021,TPS 021,58,59,1,Gerindra
16,SUMATERA SELATAN,1604,LAHAT,160409,MERAPI BARAT,1604092013,SUKA MARGA,1604092013003,TPS 003,53,59,6,Gerindra
33,JAWA TENGAH,3327,PEMALANG,332701,MOGA,3327012001,PLAKARAN,3327012001015,TPS 015,50,59,9,PKB
31,DKI JAKARTA,3175,KOTA ADM. JAKARTA TIMUR,317509,CIRACAS,3175091001,CIRACAS,3175091001050,TPS 050,56,59,3,Gerindra
35,JAWA TIMUR,3514,PASURUAN,351407,WONOREJO,3514072007,TAMANSARI,3514072007006,TPS 006,49,59,10,PKB
14,RIAU,1401,KAMPAR,140102,KAMPAR,1401021027,AIR TIRIS,1401021027016,TPS 016,50,59,9,PERINDO
33,JAWA TENGAH,3308,MAGELANG,330801,SALAMAN,3308012012,TANJUNGANOM,3308012012002,TPS 002,51,59,8,PKB
16,SUMATERA SELATAN,1613,MUSI RAWAS UTARA,161302,RAWAS ULU,1613022007,SUNGAI JAUH,1613022007001,TPS 001,51,59,8,Golkar
32,JAWA BARAT,3205,GARUT,320502,KARANGPAWITAN,3205022004,KARANGPAWITAN,3205022004009,TPS 009,31,59,28,PDIP
32,JAWA BARAT,3272,KOTA SUKABUMI,327205,BAROS,3272051001,BAROS,3272051001044,TPS 044,56,59,3,PKS
33,JAWA TENGAH,3303,PURBALINGGA,330310,KARANGREJA,3303102003,SIWARAK,3303102003017,TPS 017,50,59,9,PDIP
32,JAWA BARAT,3274,KOTA CIREBON,327405,KESAMBI,3274051001,PEKIRINGAN,3274051001017,TPS 017,54,59,5,PDIP
14,RIAU,1472,KOTA DUMAI,147207,DUMAI SELATAN,1472071002,BUKIT TIMAH,1472071002013,TPS 013,18,58,40,PKB
33,JAWA TENGAH,3303,PURBALINGGA,330301,KEMANGKON,3303012004,MAJATENGAH,3303012004009,TPS 009,18,58,40,PKB
33,JAWA TENGAH,3324,KENDAL,332407,BOJA,3324072002,PASIGITAN,3324072002009,TPS 009,53,58,5,Golkar
36,BANTEN,3602,LEBAK,360206,LEUWIDAMAR,3602062002,CISIMEUT,3602062002014,TPS 014,57,58,1,PKB
33,JAWA TENGAH,3324,KENDAL,332411,GEMUH,3324112006,KROMPAAN,3324112006006,TPS 006,48,58,10,PDIP
12,SUMATERA UTARA,1217,SAMOSIR,121704,PALIPI,1217042004,PALIPI,1217042004004,TPS 004,50,58,8,PDIP
35,JAWA TIMUR,3517,JOMBANG,351718,BANDARKEDUNGMULYO,3517182011,TINGGAR,3517182011012,TPS 012,46,58,12,PKB
32,JAWA BARAT,3212,INDRAMAYU,321208,KERTASEMAYA,3212082008,JENGKOK,3212082008001,TPS 001,55,58,3,PKB
18,LAMPUNG,1806,TANGGAMUS,180611,PUGUNG,1806112024,SUKAMAJU,1806112024001,TPS 001,47,58,11,Gerindra
16,SUMATERA SELATAN,1607,BANYUASIN,160713,MUARA SUGIHAN,1607132006,SUGIH WARAS,1607132006006,TPS 006,21,58,37,PKB
33,JAWA TENGAH,3321,DEMAK,332110,MIJEN,3321102002,NGELOWETAN,3321102002002,TPS 002,5,58,53,Nasdem
33,JAWA TENGAH,3310,KLATEN,331006,TRUCUK,3310062014,MIRENG,3310062014009,TPS 009,50,58,8,Gerindra
12,SUMATERA UTARA,1219,BATU BARA,121908,LAUT TADOR,1219082005,DEWI SRI,1219082005003,TPS 003,50,58,8,Golkar
32,JAWA BARAT,3210,MAJALENGKA,321024,KASOKANDEL,3210242003,RANJI KULON,3210242003019,TPS 019,50,58,8,PPP
35,JAWA TIMUR,3506,KEDIRI,350609,PLOSOKLATEN,3506092011,PUNJUL,3506092011013,TPS 013,49,58,9,PDIP
18,LAMPUNG,1807,LAMPUNG TIMUR,180717,MELINTING,1807172002,TANJUNG AJI,1807172002010,TPS 010,39,58,19,Gerindra
33,JAWA TENGAH,3324,KENDAL,332414,PATEBON,3324142016,PIDODO KULON,3324142016009,TPS 009,43,58,15,PDIP
35,JAWA TIMUR,3518,NGANJUK,351811,TANJUNGANOM,3518112002,SUMBERKEPUH,3518112002012,TPS 012,55,58,3,Nasdem
33,JAWA TENGAH,3329,BREBES,332909,BREBES,3329091015,PASARBATANG,3329091015048,TPS 048,53,58,5,Golkar
53,NUSA TENGGARA TIMUR,5306,FLORES TIMUR,530603,LARANTUKA,5306031022,POHON BAO,5306031022004,TPS 004,18,58,40,Golkar
61,KALIMANTAN BARAT,6112,KUBU RAYA,611202,KUALA MANDOR B,6112022005,SUNGAI ENAU,6112022005001,TPS 001,0,58,58,PKB
33,JAWA TENGAH,3371,KOTA MAGELANG,337103,MAGELANG TENGAH,3371031006,GELANGAN,3371031006007,TPS 007,50,58,8,Demokrat
11,ACEH,1113,GAYO LUES,111304,TERANGUN,1113042028,GAWAR BELANGI,1113042028001,TPS 001,48,58,10,Golkar
32,JAWA BARAT,3210,MAJALENGKA,321008,SUKAHAJI,3210082014,PALABUAN,3210082014016,TPS 016,21,58,37,PKB
35,JAWA TIMUR,3527,SAMPANG,352701,SRESEH,3527012001,NOREH,3527012001015,TPS 015,50,58,8,Nasdem
61,KALIMANTAN BARAT,6108,LANDAK,610805,AIR BESAR,6108052014,BENTIANG MADOMANG,6108052014001,TPS 001,54,58,4,PERINDO
61,KALIMANTAN BARAT,6102,MEMPAWAH,610216,ANJONGAN,6102162004,PAK BULU,6102162004002,TPS 002,50,58,8,Nasdem
35,JAWA TIMUR,3522,BOJONEGORO,352220,KASIMAN,3522202001,BATOKAN,3522202001008,TPS 008,50,58,8,Golkar
35,JAWA TIMUR,3515,SIDOARJO,351513,TAMAN,3515132008,BRINGINBENDO,3515132008022,TPS 022,48,58,10,Gerindra
33,JAWA TENGAH,3306,PURWOREJO,330615,LOANO,3306152011,KALISEMO,3306152011002,TPS 002,55,58,3,PDIP
32,JAWA BARAT,3209,CIREBON,320923,KLANGENAN,3209232002,KLANGENAN,3209232002019,TPS 019,52,58,6,Nasdem
33,JAWA TENGAH,3324,KENDAL,332401,PLANTUNGAN,3324012006,TIRTOMULYO,3324012006007,TPS 007,50,58,8,PERINDO
73,SULAWESI SELATAN,7324,LUWU TIMUR,732406,WOTU,7324062001,LAMPENAI,7324062001003,TPS 003,38,58,20,PPP
92,PAPUA BARAT,9207,TELUK WONDAMA,920708,RASIEI,9207082003,ISEY,9207082003001,TPS 001,24,58,34,Gerindra
35,JAWA TIMUR,3505,BLITAR,350520,WATES,3505202001,PURWOREJO,3505202001010,TPS 010,53,58,5,PDIP
35,JAWA TIMUR,3505,BLITAR,350507,SANANKULON,3505072010,GLEDUG,3505072010009,TPS 009,47,58,11,PKB
76,SULAWESI BARAT,7602,MAMUJU,760204,KALUMPANG,7602042004,KARAMA,7602042004001,TPS 001,48,58,10,Demokrat
33,JAWA TENGAH,3305,KEBUMEN,330516,KUWARASAN,3305162017,WONOYOSO,3305162017004,TPS 004,55,58,3,PAN
31,DKI JAKARTA,3171,KOTA ADM. JAKARTA PUSAT,317102,SAWAH BESAR,3171021004,GUNUNG SAHARI UTARA,3171021004020,TPS 020,52,58,6,PDIP
53,NUSA TENGGARA TIMUR,5307,SIKKA,530710,KEWAPANTE,5307102021,WAIARA,5307102021006,TPS 006,50,58,8,Golkar
53,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,531907,RANA MESE,5319072001,BEA NGENCUNG,5319072001005,TPS 005,0,58,58,PPP
36,BANTEN,3674,KOTA TANGERANG SELATAN,367406,PAMULANG,3674061006,KEDAUNG,3674061006121,TPS 121,50,58,8,Golkar
73,SULAWESI SELATAN,7317,LUWU,731703,SULI,7317032012,KASIWIANG,7317032012001,TPS 001,51,58,7,PPP
35,JAWA TIMUR,3509,JEMBER,350912,AMBULU,3509122002,SABRANG,3509122002034,TPS 034,38,58,20,Golkar
16,SUMATERA SELATAN,1601,OGAN KOMERING ULU,160122,LUBUK BATANG,1601222004,BANU AYU,1601222004002,TPS 002,38,58,20,Demokrat
32,JAWA BARAT,3201,BOGOR,320124,CIAWI,3201242002,CITAPEN,3201242002026,TPS 026,57,58,1,PKB
18,LAMPUNG,1807,LAMPUNG TIMUR,180719,PASIR SAKTI,1807192001,PASIR SAKTI,1807192001005,TPS 005,38,58,20,PKB
33,JAWA TENGAH,3328,TEGAL,332816,SURADADI,3328162005,KERTASARI,3328162005024,TPS 024,50,58,8,PKB
36,BANTEN,3671,KOTA TANGERANG,367110,NEGLASARI,3671101003,SELAPAJANG JAYA,3671101003012,TPS 012,16,58,42,Gerindra
33,JAWA TENGAH,3311,SUKOHARJO,331106,BENDOSARI,3311061001,JOMBOR,3311061001013,TPS 013,30,58,28,Golkar
53,NUSA TENGGARA TIMUR,5312,SUMBA BARAT,531215,KOTA WAIKABUBAK,5312152011,LAPALE,5312152011001,TPS 001,29,58,29,PDIP
61,KALIMANTAN BARAT,6104,KETAPANG,610405,SANDAI,6104052001,SANDAI,6104052001021,TPS 021,48,58,10,PPP
33,JAWA TENGAH,3315,GROBOGAN,331503,PENAWANGAN,3315032010,JIPANG,3315032010009,TPS 009,47,57,10,PDIP
33,JAWA TENGAH,3315,GROBOGAN,331503,PENAWANGAN,3315032013,WEDORO,3315032013001,TPS 001,24,57,33,Gerindra
73,SULAWESI SELATAN,7305,TAKALAR,730505,GALESONG SELATAN,7305052019,KALE BENTANG,7305052019002,TPS 002,53,57,4,Nasdem
73,SULAWESI SELATAN,7306,GOWA,730601,BONTONOMPO,7306012015,MANJAPAI,7306012015009,TPS 009,0,57,57,PKS
32,JAWA BARAT,3273,KOTA BANDUNG,327326,UJUNGBERUNG,3273261005,PASIRWANGI,3273261005010,TPS 010,48,57,9,Demokrat
36,BANTEN,3603,TANGERANG,360312,PASAR KEMIS,3603122013,GELAM JAYA,3603122013044,TPS 044,50,57,7,PSI
33,JAWA TENGAH,3323,TEMANGGUNG,332314,TLOGOMULYO,3323142001,TLOGOMULYO,3323142001004,TPS 004,49,57,8,PAN
32,JAWA BARAT,3210,MAJALENGKA,321015,JATITUJUH,3210152007,JATITUJUH,3210152007002,TPS 002,56,57,1,PDIP
35,JAWA TIMUR,3503,TRENGGALEK,350310,GANDUSARI,3503102003,SUKOREJO,3503102003028,TPS 028,27,57,30,PKS
32,JAWA BARAT,3209,CIREBON,320927,SUSUKAN,3209272011,UJUNGGEBANG,3209272011001,TPS 001,53,57,4,PDIP
32,JAWA BARAT,3206,TASIKMALAYA,320628,LEUWISARI,3206282001,ARJASARI,3206282001009,TPS 009,42,57,15,Golkar
32,JAWA BARAT,3201,BOGOR,320113,BOJONG GEDE,3201132005,KEDUNGWARINGIN,3201132005043,TPS 043,29,57,28,PKS
64,KALIMANTAN TIMUR,6409,PENAJAM PASER UTARA,640901,PENAJAM,6409011011,PENAJAM,6409011011022,TPS 022,56,57,1,Gerindra
35,JAWA TIMUR,3502,PONOROGO,350208,MLARAK,3502082014,SUREN,3502082014003,TPS 003,50,57,7,PKS
52,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,520205,PRAYA BARAT,5202052003,MANGKUNG,5202052003017,TPS 017,49,57,8,PKB
35,JAWA TIMUR,3518,NGANJUK,351816,REJOSO,3518162003,SETREN,3518162003003,TPS 003,49,57,8,PKS
15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,1571061003,OLAK KEMANG,1571061003012,TPS 012,12,57,45,PKB
32,JAWA BARAT,3216,BEKASI,321622,CIBARUSAH,3216222005,CIBARUSAH KOTA,3216222005016,TPS 016,16,57,41,PPP
32,JAWA BARAT,3214,PURWAKARTA,321401,PURWAKARTA,3214011002,NAGRI KALER,3214011002017,TPS 017,0,57,57,PKN
36,BANTEN,3604,SERANG,360431,CINANGKA,3604312010,SINDANGLAYA,3604312010003,TPS 003,49,57,8,Golkar
32,JAWA BARAT,3203,CIANJUR,320308,MANDE,3203082003,JAMALI,3203082003003,TPS 003,49,57,8,Golkar
35,JAWA TIMUR,3516,MOJOKERTO,351616,JETIS,3516162011,MOJOLEBAK,3516162011013,TPS 013,41,57,16,PKS
33,JAWA TENGAH,3306,PURWOREJO,330611,PITURUH,3306112031,KARANGANYAR,3306112031001,TPS 001,30,57,27,PDIP
61,KALIMANTAN BARAT,6112,KUBU RAYA,611202,KUALA MANDOR B,6112022005,SUNGAI ENAU,6112022005001,TPS 001,0,57,57,Nasdem
35,JAWA TIMUR,3526,BANGKALAN,352601,BANGKALAN,3526011005,KRATON,3526011005023,TPS 023,49,57,8,Gerindra
75,GORONTALO,7503,BONE BOLANGO,750307,BOTUPINGGE,7503072004,BUATA,7503072004001,TPS 001,37,57,20,Golkar
31,DKI JAKARTA,3175,KOTA ADM. JAKARTA TIMUR,317508,MAKASAR,3175081003,KEBON PALA,3175081003087,TPS 087,56,57,1,PDIP
35,JAWA TIMUR,3516,MOJOKERTO,351610,BANGSAL,3516102015,NGROWO,3516102015009,TPS 009,49,57,8,PAN
15,JAMBI,1509,TEBO,150901,TEBO TENGAH,1509012008,KANDANG,1509012008002,TPS 002,49,57,8,Demokrat
13,SUMATERA BARAT,1304,TANAH DATAR,130408,SUNGAI TARAB,1304082008,RAO RAO,1304082008004,TPS 004,52,57,5,Nasdem
31,DKI JAKARTA,3173,KOTA ADM. JAKARTA BARAT,317304,TAMBORA,3173041005,KRENDANG,3173041005036,TPS 036,27,57,30,PDIP
35,JAWA TIMUR,3509,JEMBER,350901,JOMBANG,3509012005,WRINGINAGUNG,3509012005014,TPS 014,49,57,8,Golkar
33,JAWA TENGAH,3317,REMBANG,331710,REMBANG,3317102032,KABONGAN LOR,3317102032002,TPS 002,49,57,8,Golkar
31,DKI JAKARTA,3101,ADM. KEP. SERIBU,310101,KEPULAUAN SERIBU UTARA,3101011001,PULAU PANGGANG,3101011001003,TPS 003,17,57,40,PDIP
33,JAWA TENGAH,3329,BREBES,332916,KETANGGUNGAN,3329162012,KETANGGUNGAN,3329162012011,TPS 011,52,57,5,PDIP
32,JAWA BARAT,3271,KOTA BOGOR,327106,TANAH SAREAL,3271061001,TANAH SAREAL,3271061001004,TPS 004,19,57,38,PDIP
35,JAWA TIMUR,3517,JOMBANG,351708,DIWEK,3517082019,JATIPELEM,3517082019010,TPS 010,46,57,11,PKB
