kode_prov,nama_prov,kode_cab,nama_cab,kode_kec,nama_kec,kode_kel,nama_kel,kode_tps,nama_tps,sumPartai,sumPartaiVotesAndCaleg,selisih,partai
35,JAWA TIMUR,3573,KOTA MALANG,357303,KEDUNGKANDANG,3573031005,BURING,3573031005008,TPS 008,1,9,8,Partai Garuda
19,KEPULAUAN BANGKA BELITUNG,1905,BANGKA BARAT,190503,JEBUS,1905032003,TUMBAK PETAR,1905032003001,TPS 001,1,9,8,PAN
35,JAWA TIMUR,3506,KEDIRI,350602,MOJO,3506022016,SURAT,3506022016012,TPS 012,1,9,8,PERINDO
35,JAWA TIMUR,3515,SIDOARJO,351507,CANDI,3515072021,TENGGULUNAN,3515072021005,TPS 005,8,9,1,PDIP
32,JAWA BARAT,3211,SUMEDANG,321113,PAMULIHAN,3211132011,CITALI,3211132011012,TPS 012,1,9,8,Partai Ummat
53,NUSA TENGGARA TIMUR,5314,ROTE NDAO,531410,LANDU LEKO,5314102005,DAIAMA,5314102005001,TPS 001,1,9,8,PKN
35,JAWA TIMUR,3503,TRENGGALEK,350303,PULE,3503032003,JOHO,3503032003013,TPS 013,1,9,8,PERINDO
11,ACEH,1110,ACEH SINGKIL,111013,SINGKOHOR,1110132004,MUKTI JAYA,1110132004002,TPS 002,0,9,9,PSI
33,JAWA TENGAH,3310,KLATEN,331016,DELANGGU,3310162010,SABRANG,3310162010011,TPS 011,0,9,9,Partai Buruh
35,JAWA TIMUR,3507,MALANG,350705,DAMPIT,3507052008,PAMOTAN,3507052008013,TPS 013,1,9,8,Partai Garuda
12,SUMATERA UTARA,1207,DELI SERDANG,120724,HAMPARAN PERAK,1207242011,PAYA BAKUNG,1207242011011,TPS 011,1,9,8,Demokrat
35,JAWA TIMUR,3523,TUBAN,352306,TAMBAKBOYO,3523062007,PULOGEDE,3523062007001,TPS 001,1,9,8,Partai Gelora
33,JAWA TENGAH,3326,PEKALONGAN,332606,DORO,3326062007,SAWANGAN,3326062007009,TPS 009,1,9,8,PAN
35,JAWA TIMUR,3523,TUBAN,352315,SEMANDING,3523151015,GEDONGOMBO,3523151015064,TPS 064,1,9,8,Hanura
32,JAWA BARAT,3217,BANDUNG BARAT,321701,LEMBANG,3217012009,CIBODAS,3217012009035,TPS 035,1,9,8,Nasdem
13,SUMATERA BARAT,1303,SIJUNJUNG,130309,SUMPUR KUDUS,1303092004,TANJUNG BONAI AUR,1303092004002,TPS 002,1,9,8,Hanura
32,JAWA BARAT,3216,BEKASI,321618,SETU,3216182010,MUKTIJAYA,3216182010003,TPS 003,8,9,1,PAN
31,DKI JAKARTA,3171,KOTA ADM. JAKARTA PUSAT,317105,CEMPAKA PUTIH,3171051001,CEMPAKA PUTIH TIMUR,3171051001006,TPS 006,2,9,7,PKB
33,JAWA TENGAH,3325,BATANG,332509,SUBAH,3325092021,SENGON,3325092021022,TPS 022,5,9,4,PSI
35,JAWA TIMUR,3578,KOTA SURABAYA,357810,TAMBAKSARI,3578101003,GADING,3578101003020,TPS 020,1,9,8,Partai Ummat
33,JAWA TENGAH,3326,PEKALONGAN,332619,WONOKERTO,3326192007,ROWOYOSO,3326192007001,TPS 001,1,9,8,PERINDO
33,JAWA TENGAH,3313,KARANGANYAR,331307,NGARGOYOSO,3313072003,GIRIMULYO,3313072003009,TPS 009,1,9,8,Partai Buruh
33,JAWA TENGAH,3305,KEBUMEN,330511,ALIAN,3305112004,JATIMULYO,3305112004013,TPS 013,1,9,8,Partai Garuda
35,JAWA TIMUR,3578,KOTA SURABAYA,357810,TAMBAKSARI,3578101003,GADING,3578101003068,TPS 068,1,9,8,Partai Buruh
32,JAWA BARAT,3211,SUMEDANG,321114,CIMANGGUNG,3211142010,CIHANJUANG,3211142010030,TPS 030,1,9,8,Partai Ummat
32,JAWA BARAT,3209,CIREBON,320932,PASALEMAN,3209322006,CIGOBANGWANGI,3209322006001,TPS 001,0,9,9,PBB
35,JAWA TIMUR,3509,JEMBER,350911,WULUHAN,3509112001,LOJEJER,3509112001040,TPS 040,2,9,7,Demokrat
18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,187105,TANJUNGKARANG TIMUR,1871051005,SAWAH LAMA,1871051005001,TPS 001,6,9,3,PKB
33,JAWA TENGAH,3321,DEMAK,332113,WEDUNG,3321132011,JETAK,3321132011014,TPS 014,1,9,8,PKN
33,JAWA TENGAH,3324,KENDAL,332415,KENDAL,3324151018,NGILIR,3324151018002,TPS 002,1,9,8,PERINDO
32,JAWA BARAT,3205,GARUT,320504,TAROGONG KALER,3205042010,MEKARWANGI,3205042010003,TPS 003,0,9,9,Hanura
71,SULAWESI UTARA,7101,BOLAANG MONGONDOW,710119,PASSI BARAT,7101192017,BINTAU,7101192017004,TPS 004,3,9,6,Gerindra
33,JAWA TENGAH,3309,BOYOLALI,330920,GLADAGSARI,3309202004,KEMBANG,3309202004002,TPS 002,1,9,8,Gerindra
32,JAWA BARAT,3211,SUMEDANG,321125,UJUNGJAYA,3211252003,PALASARI,3211252003001,TPS 001,1,9,8,Partai Buruh
31,DKI JAKARTA,3175,KOTA ADM. JAKARTA TIMUR,317504,KRAMATJATI,3175041002,TENGAH,3175041002122,TPS 122,1,9,8,Partai Buruh
33,JAWA TENGAH,3304,BANJARNEGARA,330408,MADUKARA,3304082018,GUNUNGGIANA,3304082018001,TPS 001,1,9,8,PPP
32,JAWA BARAT,3203,CIANJUR,320318,PAGELARAN,3203182007,SINDANGKERTA,3203182007017,TPS 017,1,9,8,PERINDO
32,JAWA BARAT,3271,KOTA BOGOR,327101,BOGOR SELATAN,3271011010,RANCAMAYA,3271011010012,TPS 012,0,9,9,Partai Garuda
32,JAWA BARAT,3206,TASIKMALAYA,320618,SALOPA,3206182004,MANDALAWANGI,3206182004015,TPS 015,1,9,8,PERINDO
32,JAWA BARAT,3209,CIREBON,320938,GREGED,3209382006,KAMARANG LEBAK,3209382006004,TPS 004,0,9,9,Partai Garuda
35,JAWA TIMUR,3524,LAMONGAN,352416,MANTUP,3524162004,MANTUP,3524162004018,TPS 018,1,9,8,PSI
35,JAWA TIMUR,3516,MOJOKERTO,351606,PUNGGING,3516062014,BALONGMASIN,3516062014002,TPS 002,1,9,8,PSI
33,JAWA TENGAH,3318,PATI,331817,GUNUNGWUNGKAL,3318172015,SUMBERREJO,3318172015002,TPS 002,0,9,9,Hanura
73,SULAWESI SELATAN,7308,BONE,730809,BAREBBO,7308092009,KADING,7308092009005,TPS 005,1,9,8,PDIP
13,SUMATERA BARAT,1304,TANAH DATAR,130408,SUNGAI TARAB,1304082010,KOTO BARU,1304082010004,TPS 004,1,9,8,Partai Ummat
33,JAWA TENGAH,3321,DEMAK,332109,KARANGANYAR,3321092014,KEDUNGWARU LOR,3321092014007,TPS 007,1,9,8,Partai Buruh
32,JAWA BARAT,3207,CIAMIS,320715,RANCAH,3207152001,RANCAH,3207152001005,TPS 005,1,9,8,PSI
35,JAWA TIMUR,3508,LUMAJANG,350801,TEMPURSARI,3508012007,KALIULING,3508012007015,TPS 015,1,9,8,Hanura
32,JAWA BARAT,3275,KOTA BEKASI,327511,MUSTIKAJAYA,3275111001,PADURENAN,3275111001147,TPS 147,0,9,9,Partai Gelora
33,JAWA TENGAH,3305,KEBUMEN,330516,KUWARASAN,3305162017,WONOYOSO,3305162017005,TPS 005,1,9,8,PPP
33,JAWA TENGAH,3310,KLATEN,331021,KEMALANG,3310212011,DOMPOL,3310212011004,TPS 004,1,9,8,PERINDO
33,JAWA TENGAH,3324,KENDAL,332416,ROWOSARI,3324162013,BULAK,3324162013008,TPS 008,1,9,8,Partai Buruh
35,JAWA TIMUR,3505,BLITAR,350506,PONGGOK,3505062003,GEMBONGAN,3505062003004,TPS 004,1,9,8,PAN
73,SULAWESI SELATAN,7317,LUWU,731710,LAROMPONG SELATAN,7317102003,SAMPANO,7317102003005,TPS 005,1,9,8,Partai Buruh
35,JAWA TIMUR,3514,PASURUAN,351415,REMBANG,3514152010,ORO-OROBULU,3514152010010,TPS 010,1,9,8,Golkar
32,JAWA BARAT,3205,GARUT,320502,KARANGPAWITAN,3205022018,TANJUNGSARI,3205022018006,TPS 006,0,9,9,PERINDO
53,NUSA TENGGARA TIMUR,5302,KAB TIMOR TENGAH SELATAN,530221,KUALIN,5302212007,KIUFATU,5302212007006,TPS 006,0,9,9,PSI
35,JAWA TIMUR,3518,NGANJUK,351812,SUKOMORO,3518122001,SUMENGKO,3518122001003,TPS 003,1,9,8,Partai Garuda
52,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,520212,BATUKLIANG UTARA,5202122004,AIK BUKAQ,5202122004023,TPS 023,1,9,8,PBB
35,JAWA TIMUR,3501,PACITAN,350104,PACITAN,3501041012,PUCANGSEWU,3501041012002,TPS 002,8,9,1,Nasdem
33,JAWA TENGAH,3301,CILACAP,330109,KAWUNGANTEN,3301092008,KAWUNGANTEN,3301092008015,TPS 015,1,9,8,PKN
32,JAWA BARAT,3202,SUKABUMI,320206,CIKIDANG,3202062011,CIJAMBE,3202062011002,TPS 002,1,9,8,Partai Gelora
35,JAWA TIMUR,3517,JOMBANG,351707,MOJOWARNO,3517072002,KARANGLO,3517072002002,TPS 002,1,9,8,PERINDO
33,JAWA TENGAH,3314,SRAGEN,331412,TANON,3314122012,SAMBIDUWUR,3314122012003,TPS 003,1,9,8,Partai Garuda
12,SUMATERA UTARA,1208,SIMALUNGUN,120827,SILOU KAHEAN,1208272014,DAMARITANG,1208272014002,TPS 002,2,9,7,Partai Gelora
32,JAWA BARAT,3204,BANDUNG,320427,CIKANCUNG,3204272006,HEGARMANAH,3204272006014,TPS 014,1,9,8,Hanura
16,SUMATERA SELATAN,1610,OGAN ILIR,161004,INDRALAYA,1610041032,INDRALAYA MULIA,1610041032014,TPS 014,1,9,8,PKN
32,JAWA BARAT,3214,PURWAKARTA,321406,DARANGDAN,3214062015,NAGRAK,3214062015002,TPS 002,0,9,9,Hanura
32,JAWA BARAT,3209,CIREBON,320935,TENGAH TANI,3209352006,BATTEMBAT,3209352006016,TPS 016,1,9,8,PBB
35,JAWA TIMUR,3515,SIDOARJO,351509,TULANGAN,3515092021,KEDONDONG,3515092021001,TPS 001,1,9,8,Partai Ummat
13,SUMATERA BARAT,1304,TANAH DATAR,130413,LINTAU BUO UTARA,1304132001,BATU BULEK,1304132001014,TPS 014,1,9,8,PSI
33,JAWA TENGAH,3316,BLORA,331602,RANDUBLATUNG,3316021011,WULUNG,3316021011016,TPS 016,1,9,8,Hanura
35,JAWA TIMUR,3503,TRENGGALEK,350303,PULE,3503032009,JOMBOK,3503032009017,TPS 017,1,9,8,Golkar
12,SUMATERA UTARA,1272,KOTA PEMATANGSIANTAR,127202,SIANTAR BARAT,1272021005,SIMARITO,1272021005009,TPS 009,1,9,8,Partai Buruh
18,LAMPUNG,1802,LAMPUNG TENGAH,180214,BUMI RATU NUBAN,1802142007,BULU SARI,1802142007011,TPS 011,1,9,8,Partai Buruh
35,JAWA TIMUR,3517,JOMBANG,351720,MEGALUH,3517202007,NGOGRI,3517202007006,TPS 006,0,8,8,PBB
32,JAWA BARAT,3202,SUKABUMI,320218,KALAPANUNGGAL,3202182005,KADUNUNGGAL,3202182005007,TPS 007,0,8,8,Partai Garuda
17,BENGKULU,1702,REJANG LEBONG,170209,CURUP,1702091033,TALANG BENIH,1702091033003,TPS 003,0,8,8,PERINDO
35,JAWA TIMUR,3524,LAMONGAN,352421,TURI,3524212008,KEMLAGIGEDE,3524212008001,TPS 001,0,8,8,Hanura
33,JAWA TENGAH,3315,GROBOGAN,331509,NGARINGAN,3315092003,KALANGDOSARI,3315092003010,TPS 010,0,8,8,PKS
62,KALIMANTAN TENGAH,6201,KOTAWARINGIN BARAT,620104,ARUT UTARA,6201042008,PANDAU,6201042008002,TPS 002,0,8,8,PBB
18,LAMPUNG,1806,TANGGAMUS,180609,CUKUH BALAK,1806092015,TANJUNG BETUAH,1806092015001,TPS 001,0,8,8,Partai Ummat
35,JAWA TIMUR,3517,JOMBANG,351714,PLOSO,3517142006,DADITUNGGAL,3517142006001,TPS 001,0,8,8,PBB
13,SUMATERA BARAT,1306,AGAM,130601,TANJUNG MUTIARA,1306012001,TIKU SELATAN,1306012001026,TPS 026,0,8,8,Partai Garuda
33,JAWA TENGAH,3327,PEMALANG,332706,BANTARBOLANG,3327062006,PEGIRINGAN,3327062006034,TPS 034,4,8,4,PKB
11,ACEH,1111,BIREUEN,111107,GANDAPURA,1111072001,KEUDE LAPANG,1111072001001,TPS 001,0,8,8,PERINDO
35,JAWA TIMUR,3523,TUBAN,352307,SINGGAHAN,3523072001,LAJO KIDUL,3523072001009,TPS 009,0,8,8,Partai Garuda
33,JAWA TENGAH,3329,BREBES,332906,TONJONG,3329062004,KUTAMENDALA,3329062004025,TPS 025,0,8,8,Hanura
11,ACEH,1115,NAGAN RAYA,111508,TADU RAYA,1115082010,BABAH ROT,1115082010002,TPS 002,0,8,8,PKN
35,JAWA TIMUR,3513,PROBOLINGGO,351305,LECES,3513052006,SUMBERKEDAWUNG,3513052006018,TPS 018,0,8,8,PBB
35,JAWA TIMUR,3521,NGAWI,352103,JOGOROGO,3521032005,NGRAYUDAN,3521032005001,TPS 001,0,8,8,PERINDO
32,JAWA BARAT,3217,BANDUNG BARAT,321701,LEMBANG,3217012010,LANGENSARI,3217012010044,TPS 044,0,8,8,Partai Garuda
32,JAWA BARAT,3204,BANDUNG,320432,BALEENDAH,3204321003,MANGGAHANG,3204321003112,TPS 112,0,8,8,PERINDO
12,SUMATERA UTARA,1277,KOTA PADANG SIDEMPUAN,127701,PADANGSIDIMPUAN UTARA,1277011001,WEK I,1277011001013,TPS 013,0,8,8,PSI
15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,1506062010,DELIMA,1506062010006,TPS 006,0,8,8,PPP
32,JAWA BARAT,3275,KOTA BEKASI,327511,MUSTIKAJAYA,3275111004,MUSTIKASARI,3275111004083,TPS 083,0,8,8,Partai Gelora
12,SUMATERA UTARA,1206,KARO,120617,TIGANDERKET,1206172014,NARIGUNUNG I,1206172014001,TPS 001,0,8,8,PPP
33,JAWA TENGAH,3374,KOTA SEMARANG,337411,BANYUMANIK,3374111007,SRONDOL WETAN,3374111007043,TPS 043,0,8,8,PKN
33,JAWA TENGAH,3302,BANYUMAS,330219,SOKARAJA,3302192015,PAMIJEN,3302192015901,TPS 901,0,8,8,PKS
33,JAWA TENGAH,3320,JEPARA,332002,PECANGAAN,3320022006,TROSO,3320022006008,TPS 008,0,8,8,Partai Garuda
18,LAMPUNG,1810,PRINGSEWU,181001,PRINGSEWU,1810011002,PRINGSEWU UTARA,1810011002003,TPS 003,0,8,8,Partai Garuda
32,JAWA BARAT,3212,INDRAMAYU,321226,TERISI,3212262002,JATIMULYA,3212262002026,TPS 026,0,8,8,Hanura
33,JAWA TENGAH,3316,BLORA,331609,BLORA,3316092004,PURWOREJO,3316092004005,TPS 005,0,8,8,Hanura
16,SUMATERA SELATAN,1601,OGAN KOMERING ULU,160129,SINAR PENINJAUAN,1601292006,TANJUNG MAKMUR,1601292006010,TPS 010,0,8,8,Partai Garuda
18,LAMPUNG,1809,PESAWARAN,180911,WAY RATAI,1809112001,BUNUT,1809112001002,TPS 002,0,8,8,PSI
35,JAWA TIMUR,3571,KOTA KEDIRI,357101,MOJOROTO,3571011013,LIRBOYO,3571011013939,TPS 939,0,8,8,Demokrat
35,JAWA TIMUR,3514,PASURUAN,351410,PRIGEN,3514102004,BULUKANDANG,3514102004003,TPS 003,0,8,8,Nasdem
33,JAWA TENGAH,3317,REMBANG,331701,SUMBER,3317012014,TLOGOTUNGGAL,3317012014005,TPS 005,0,8,8,Partai Garuda
35,JAWA TIMUR,3511,BONDOWOSO,351123,JAMBESARI DARUS SHOLAH,3511232001,JAMBESARI,3511232001003,TPS 003,0,8,8,Partai Ummat
33,JAWA TENGAH,3308,MAGELANG,330802,BOROBUDUR,3308022004,MAJAKSINGI,3308022004005,TPS 005,0,8,8,PERINDO
33,JAWA TENGAH,3309,BOYOLALI,330918,WONOSEGORO,3309182005,BANYUSRI,3309182005003,TPS 003,0,8,8,PPP
35,JAWA TIMUR,3501,PACITAN,350101,DONOROJO,3501012008,GENDARAN,3501012008003,TPS 003,0,8,8,PKN
32,JAWA BARAT,3210,MAJALENGKA,321007,MAJALENGKA,3210071008,MAJALENGKA KULON,3210071008023,TPS 023,0,8,8,Hanura
33,JAWA TENGAH,3305,KEBUMEN,330525,PONCOWARNO,3305252007,KEDUNGDOWO,3305252007002,TPS 002,0,8,8,Partai Buruh
35,JAWA TIMUR,3513,PROBOLINGGO,351318,GENDING,3513182009,SUMBERKERANG,3513182009001,TPS 001,0,8,8,Demokrat
75,GORONTALO,7504,POHUWATO,750410,DUHIADAA,7504102001,BULILI,7504102001004,TPS 004,0,8,8,PKN
33,JAWA TENGAH,3310,KLATEN,331014,JUWIRING,3310142010,TANJUNG,3310142010001,TPS 001,0,8,8,Partai Garuda
15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,1506122008,SUNGAI DUNGUN,1506122008004,TPS 004,0,8,8,PBB
33,JAWA TENGAH,3302,BANYUMAS,330211,BANYUMAS,3302112010,KALISUBE,3302112010004,TPS 004,0,8,8,PAN
35,JAWA TIMUR,3510,BANYUWANGI,351011,KALIBARU,3510112002,KALIBARUMANIS,3510112002029,TPS 029,0,8,8,Partai Garuda
33,JAWA TENGAH,3324,KENDAL,332414,PATEBON,3324142018,KARTIKA JAYA,3324142018004,TPS 004,0,8,8,PSI
71,SULAWESI UTARA,7111,BOLAANG MONGONDOW SELATAN,711101,BOLAANG UKI,7111012010,TABILAA,7111012010002,TPS 002,0,8,8,PBB
16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATANG ILIR,161203,PENUKAL,1612032001,PURUN,1612032001003,TPS 003,0,8,8,PERINDO
33,JAWA TENGAH,3310,KLATEN,331014,JUWIRING,3310142007,SERENAN,3310142007013,TPS 013,0,8,8,Partai Ummat
35,JAWA TIMUR,3578,KOTA SURABAYA,357820,WIYUNG,3578201004,BALAS KLUMPRIK,3578201004003,TPS 003,0,8,8,Partai Buruh
71,SULAWESI UTARA,7108,BOLAANG MONGONDOW UTARA,710801,SANGKUB,7108012008,SAMPIRO,7108012008002,TPS 002,0,8,8,Partai Gelora
51,BALI,5104,GIANYAR,510401,SUKAWATI,5104012012,BATUAN KALER,5104012012005,TPS 005,0,8,8,PKB
71,SULAWESI UTARA,7102,MINAHASA,710210,LANGOWAN BARAT,7102102002,WALEWANGKO,7102102002001,TPS 001,0,8,8,Partai Garuda
32,JAWA BARAT,3212,INDRAMAYU,321223,ANJATAN,3212232009,KOPYAH,3212232009015,TPS 015,0,8,8,PKN
73,SULAWESI SELATAN,7315,PINRANG,731505,PATAMPANUA,7315052006,MALIMPUNG,7315052006003,TPS 003,0,8,8,Partai Buruh
16,SUMATERA SELATAN,1606,MUSI BANYUASIN,160609,BAYUNG LENCIR,1606091016,BAYUNG LENCIR,1606091016021,TPS 021,0,8,8,Nasdem
35,JAWA TIMUR,3515,SIDOARJO,351518,WARU,3515182011,KEPUHKIRIMAN,3515182011028,TPS 028,0,8,8,PKN
36,BANTEN,3671,KOTA TANGERANG,367101,TANGERANG,3671011005,CIKOKOL,3671011005080,TPS 080,0,8,8,PKN
63,KALIMANTAN SELATAN,6301,TANAH LAUT,630109,BATU AMPAR,6301092014,TAJAU PECAH,6301092014006,TPS 006,0,8,8,Partai Garuda
33,JAWA TENGAH,3326,PEKALONGAN,332610,SRAGI,3326102015,TEGALONTAR,3326102015004,TPS 004,0,8,8,Partai Garuda
35,JAWA TIMUR,3502,PONOROGO,350212,KAUMAN,3502122016,KAUMAN,3502122016011,TPS 011,0,8,8,PERINDO
13,SUMATERA BARAT,1302,SOLOK,130213,JUNJUNG SIRIH,1302132001,PANINGGAHAN,1302132001020,TPS 020,0,8,8,PPP
33,JAWA TENGAH,3322,SEMARANG,332215,PRINGAPUS,3322152003,JATIRUNGGO,3322152003021,TPS 021,0,8,8,PSI
35,JAWA TIMUR,3523,TUBAN,352310,MONTONG,3523102005,TALANGKEMBAR,3523102005002,TPS 002,0,8,8,Partai Buruh
33,JAWA TENGAH,3324,KENDAL,332409,BRANGSONG,3324092007,TOSARI,3324092007011,TPS 011,0,8,8,PBB
35,JAWA TIMUR,3515,SIDOARJO,351516,GEDANGAN,3515162009,GEDANGAN,3515162009027,TPS 027,0,8,8,Partai Ummat
35,JAWA TIMUR,3506,KEDIRI,350602,MOJO,3506022011,PLOSO,3506022011901,TPS 901,0,8,8,PKB
32,JAWA BARAT,3272,KOTA SUKABUMI,327204,WARUDOYONG,3272041002,NYOMPLONG,3272041002017,TPS 017,6,8,2,Nasdem
18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,187109,TELUKBETUNG UTARA,1871091008,SUMUR BATU,1871091008006,TPS 006,0,8,8,Partai Garuda
18,LAMPUNG,1872,KOTA METRO,187204,METRO TIMUR,1872041005,TEJO AGUNG,1872041005012,TPS 012,0,8,8,PPP
11,ACEH,1111,BIREUEN,111115,PEUSANGAN SIBLAH KRUENG,1111152006,TEUPIN RAYA,1111152006002,TPS 002,0,8,8,PBB
73,SULAWESI SELATAN,7308,BONE,730820,CENRANA,7308202005,WATU,7308202005001,TPS 001,0,8,8,Partai Buruh
11,ACEH,1111,BIREUEN,111101,SAMALANGA,1111012018,MATANG WAKEUH,1111012018002,TPS 002,0,8,8,PBB
33,JAWA TENGAH,3326,PEKALONGAN,332609,KESESI,3326092009,KESESI,3326092009027,TPS 027,0,8,8,PSI
33,JAWA TENGAH,3308,MAGELANG,330820,SECANG,3308202013,NGADIROJO,3308202013014,TPS 014,0,8,8,PBB
33,JAWA TENGAH,3318,PATI,331821,TRANGKIL,3318212016,ASEMPAPAN,3318212016004,TPS 004,0,8,8,PERINDO
35,JAWA TIMUR,3517,JOMBANG,351713,TEMBELANG,3517132001,MOJOKRAPAK,3517132001018,TPS 018,0,8,8,Partai Gelora
32,JAWA BARAT,3209,CIREBON,320916,DUKUPUNTANG,3209162012,CIPANAS,3209162012006,TPS 006,0,8,8,PERINDO
53,NUSA TENGGARA TIMUR,5303,TIMOR TENGAH UTARA,530311,MIOMAFFO TENGAH,5303112005,N I A N,5303112005001,TPS 001,0,8,8,PKN
73,SULAWESI SELATAN,7308,BONE,730803,KAJUARA,7308032004,BULU TANAH,7308032004004,TPS 004,0,8,8,Demokrat
32,JAWA BARAT,3212,INDRAMAYU,321201,HAURGEULIS,3212012009,SUKAJATI,3212012009010,TPS 010,0,8,8,Partai Ummat
33,JAWA TENGAH,3313,KARANGANYAR,331307,NGARGOYOSO,3313072005,KEMUNING,3313072005006,TPS 006,0,8,8,Partai Garuda
73,SULAWESI SELATAN,7310,PANGKAJENE DAN KEPULAUAN,731008,MARANG,7310081001,BONTO-BONTO,7310081001002,TPS 002,0,8,8,PSI
33,JAWA TENGAH,3329,BREBES,332916,KETANGGUNGAN,3329162018,TANGGUNGSARI,3329162018005,TPS 005,0,8,8,Hanura
33,JAWA TENGAH,3315,GROBOGAN,331505,GEYER,3315052009,JAMBANGAN,3315052009004,TPS 004,0,8,8,PSI
32,JAWA BARAT,3206,TASIKMALAYA,320607,PARUNGPONTENG,3206072006,BURUJULJAYA,3206072006010,TPS 010,0,8,8,PSI
71,SULAWESI UTARA,7102,MINAHASA,710219,LANGOWAN UTARA,7102192008,TARAITAK SATU,7102192008001,TPS 001,0,8,8,PKB
18,LAMPUNG,1807,LAMPUNG TIMUR,180708,PURBOLINGGO,1807082008,TOTO HARJO,1807082008006,TPS 006,0,8,8,PKN
31,DKI JAKARTA,3172,KOTA ADM. JAKARTA UTARA,317206,KELAPA GADING,3172061001,KELAPA GADING TIMUR,3172061001077,TPS 077,0,8,8,PPP
35,JAWA TIMUR,3514,PASURUAN,351416,KRATON,3514162005,NGABAR,3514162005007,TPS 007,0,8,8,Partai Garuda
35,JAWA TIMUR,3518,NGANJUK,351804,LOCERET,3518042020,NGLABAN,3518042020001,TPS 001,0,8,8,Partai Garuda
14,RIAU,1401,KAMPAR,140111,TAPUNG HILIR,1401112002,SEKIJANG,1401112002023,TPS 023,1,8,7,Partai Gelora
18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,187110,RAJABASA,1871101002,GEDONG MENENG,1871101002013,TPS 013,0,8,8,Partai Buruh
33,JAWA TENGAH,3327,PEMALANG,332713,ULUJAMI,3327132015,KETAPANG,3327132015014,TPS 014,0,8,8,Partai Gelora
32,JAWA BARAT,3208,KUNINGAN,320828,CIBEUREUM,3208282003,CIBEUREUM,3208282003004,TPS 004,0,8,8,Hanura
35,JAWA TIMUR,3523,TUBAN,352307,SINGGAHAN,3523072012,KEDUNGJAMBE,3523072012006,TPS 006,0,8,8,PKS
33,JAWA TENGAH,3328,TEGAL,332808,KEDUNGBANTENG,3328082003,TONGGARA,3328082003003,TPS 003,2,8,6,PSI
33,JAWA TENGAH,3324,KENDAL,332416,ROWOSARI,3324162001,WONOTENGGANG,3324162001002,TPS 002,0,8,8,Partai Garuda
35,JAWA TIMUR,3514,PASURUAN,351422,LEKOK,3514222010,WATES,3514222010009,TPS 009,0,8,8,PBB
73,SULAWESI SELATAN,7302,BULUKUMBA,730207,BULUKUMPA,7302072009,SALASSAE,7302072009005,TPS 005,0,8,8,PERINDO
33,JAWA TENGAH,3328,TEGAL,332801,MARGASARI,3328012006,JEMBAYAT,3328012006013,TPS 013,0,8,8,Partai Garuda
33,JAWA TENGAH,3309,BOYOLALI,330910,SAMBI,3309102008,SAMBI,3309102008002,TPS 002,0,8,8,PKN
34,DAERAH ISTIMEWA YOGYAKARTA,3403,GUNUNGKIDUL,340312,SEMIN,3403122004,SUMBEREJO,3403122004015,TPS 015,0,8,8,Partai Gelora
35,JAWA TIMUR,3509,JEMBER,350912,AMBULU,3509122006,ANDONGSARI,3509122006007,TPS 007,0,8,8,PKN
71,SULAWESI UTARA,7105,MINAHASA SELATAN,710509,TENGA,7105092002,PAKU URE II,7105092002001,TPS 001,0,8,8,Partai Ummat
32,JAWA BARAT,3211,SUMEDANG,321125,UJUNGJAYA,3211252005,SAKURJAYA,3211252005003,TPS 003,0,8,8,PKN
61,KALIMANTAN BARAT,6107,BENGKAYANG,610709,TERIAK,6107092018,BANA,6107092018002,TPS 002,0,8,8,Partai Garuda
33,JAWA TENGAH,3313,KARANGANYAR,331308,KARANGPANDAN,3313082004,GERDU,3313082004010,TPS 010,0,8,8,PERINDO
51,BALI,5103,BADUNG,510302,MENGWI,5103021015,SADING,5103021015004,TPS 004,0,8,8,Partai Buruh
35,JAWA TIMUR,3503,TRENGGALEK,350304,DONGKO,3503042007,DONGKO,3503042007014,TPS 014,0,8,8,PERINDO
35,JAWA TIMUR,3515,SIDOARJO,351508,SIDOARJO,3515081012,LEMAHPUTRO,3515081012020,TPS 020,0,8,8,PBB
14,RIAU,1407, ROKAN HILIR,140718,BALAI JAYA,1407181002,BALAM SEMPURNA KOTA,1407181002005,TPS 005,0,8,8,Partai Buruh
35,JAWA TIMUR,3506,KEDIRI,350605,KANDAT,3506052006,RINGINSARI,3506052006009,TPS 009,0,8,8,PERINDO
65,KALIMANTAN UTARA,6503,NUNUKAN,650311,SEBATIK UTARA,6503112001,SUNGAI PANCANG,6503112001003,TPS 003,0,8,8,Partai Garuda
33,JAWA TENGAH,3326,PEKALONGAN,332601,KANDANGSERANG,3326012010,LURAGUNG,3326012010001,TPS 001,0,8,8,PKN
35,JAWA TIMUR,3578,KOTA SURABAYA,357806,SAWAHAN,3578061006,PAKIS,3578061006062,TPS 062,0,8,8,Partai Gelora
